text,label,predicted_category
carmotorcyclepersontruckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
land vehiclepersontruckwheel,nonmilitary,ground_vehicles
land vehiclepersontruckwheel,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
footwearhuman faceland vehiclemantrousers,weapons,nonmilitary
car tiretruck,nonmilitary,ground_vehicles
carcar tirepersontruckwheel,nonmilitary,ground_vehicles
paddle,maritime,nonmilitary
paddle,maritime,nonmilitary
boatperson,nonmilitary,maritime
boatperson,nonmilitary,maritime
paddle,maritime,nonmilitary
boatperson,nonmilitary,maritime
boatperson,nonmilitary,maritime
paddle,maritime,nonmilitary
boatperson,nonmilitary,maritime
paddle,maritime,nonmilitary
boatperson,nonmilitary,maritime
boatperson,nonmilitary,maritime
boatperson,nonmilitary,maritime
boatperson,nonmilitary,maritime
car tiretruckwheel,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
ballooncar tiretruck,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
persontruckwheel,nonmilitary,ground_vehicles
mantruckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
footwearmantenttruckwheel,weapons,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
carmotorcyclepersontraffic lighttruckvehicle registration platewheel,nonmilitary,ground_vehicles
carcar tiremotorcyclepersontruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
weapon,weapons,nonmilitary
car tiretruckwheel,nonmilitary,ground_vehicles
flagpersonweapon,weapons,nonmilitary
flagpersonweapon,weapons,nonmilitary
flagpersonweapon,weapons,nonmilitary
flagpersonweapon,weapons,nonmilitary
flagpersonweapon,weapons,nonmilitary
flagpersonweapon,weapons,nonmilitary
fancy dressfootwearmantruckwheelwoman,nonmilitary,ground_vehicles
car tirefootwearmantrouserstruckwoman,nonmilitary,ground_vehicles
footwearhuman facemantrouserstruckwoman,nonmilitary,ground_vehicles
airplanehuman facemanperson,nonmilitary,aircraft
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
persontruckwheel,nonmilitary,ground_vehicles
persontruckwheel,nonmilitary,ground_vehicles
persontruckwheel,nonmilitary,ground_vehicles
persontruckwheel,nonmilitary,ground_vehicles
persontruckwheel,nonmilitary,ground_vehicles
human facepersontruckwheel,nonmilitary,ground_vehicles
human facepersontruckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
persontruckwheel,nonmilitary,ground_vehicles
persontruckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
land vehicletruckwheel,nonmilitary,ground_vehicles
land vehicletruckwheel,nonmilitary,ground_vehicles
land vehicletruckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
land vehicletruckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
weapon,weapons,nonmilitary
truckwheel,nonmilitary,ground_vehicles
missilerocket,nonmilitary,weapons
missilerocket,nonmilitary,weapons
car tireland vehicletruckwheel,nonmilitary,ground_vehicles
helmethuman facepersonsunglasses,weapons,nonmilitary
carfootwearmantrousersvehicle registration platewheel,weapons,nonmilitary
carfootwearmantrousersvehicle registration platewheel,weapons,nonmilitary
marine invertebrates,maritime,nonmilitary
marine mammal,maritime,nonmilitary
footwearpersonweapon,weapons,nonmilitary
gloveweapon,weapons,nonmilitary
footwearpersonweapon,weapons,nonmilitary
weapon,weapons,nonmilitary
glovepersonweapon,weapons,nonmilitary
glovepersonweapon,weapons,nonmilitary
footwearpersonweapon,weapons,nonmilitary
footwearpersonweapon,weapons,nonmilitary
doorpersonstairsweapon,weapons,nonmilitary
footwearpersonstairsweapon,weapons,nonmilitary
footwearpersonstairsweapon,weapons,nonmilitary
footwearpersonstairsweapon,weapons,nonmilitary
footwearpersonstairsweapon,weapons,nonmilitary
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
laddertruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiremantruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
land vehicletruckwheel,nonmilitary,ground_vehicles
land vehiclepersonrifleweaponwheel,nonmilitary,weapons
land vehiclepersonriflewheel,nonmilitary,weapons
housetruckwheel,nonmilitary,ground_vehicles
housetruckwheel,nonmilitary,ground_vehicles
car tirehousetruckwheel,nonmilitary,ground_vehicles
housetruckwheel,nonmilitary,ground_vehicles
car tirehousetruckwheel,nonmilitary,ground_vehicles
car tirehousetruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
cartruck,nonmilitary,ground_vehicles
boatfootwearperson,nonmilitary,maritime
boatperson,nonmilitary,maritime
boatperson,nonmilitary,maritime
car tireland vehicletruckwheel,nonmilitary,ground_vehicles
boatfishfootwearperson,nonmilitary,maritime
boatfishfootwearperson,nonmilitary,maritime
boatfishfootwearperson,nonmilitary,maritime
boatfishfootwearperson,nonmilitary,maritime
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
land vehicletruck,nonmilitary,ground_vehicles
land vehicletruckwheel,nonmilitary,ground_vehicles
footwearland vehiclepersontruck,nonmilitary,ground_vehicles
footwearland vehiclepersontruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
truck,nonmilitary,ground_vehicles
mirrortruck,nonmilitary,ground_vehicles
mirrortruck,nonmilitary,ground_vehicles
mirrortaillighttruck,nonmilitary,ground_vehicles
carmirrortruck,nonmilitary,ground_vehicles
carmirrortruck,nonmilitary,ground_vehicles
carmirrortruck,nonmilitary,ground_vehicles
carmirrortaillighttruck,nonmilitary,ground_vehicles
carmirrortruck,nonmilitary,ground_vehicles
antennamirrorsconesuitcasetruck,nonmilitary,ground_vehicles
truck,nonmilitary,ground_vehicles
carpersontruckwheel,nonmilitary,ground_vehicles
carsteering wheeltruck,nonmilitary,ground_vehicles
cartruck,nonmilitary,ground_vehicles
carrearview mirrorsteering wheeltaillighttruck,nonmilitary,ground_vehicles
carmirrorsconetaillighttruckwheel,nonmilitary,ground_vehicles
billboardcartruckvehicle registration platewheel,nonmilitary,ground_vehicles
billboardcartruckvehicle registration platewheel,nonmilitary,ground_vehicles
billboardcartruckvehicle registration platewheel,nonmilitary,ground_vehicles
billboardcartruckvehicle registration platewheel,nonmilitary,ground_vehicles
billboardcarcar tiretruckvehicle registration platewheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
car tireland vehicleladdertruckwheel,nonmilitary,ground_vehicles
carcar tirefootwearhelmetmanmotorcycletruckwheel,nonmilitary,ground_vehicles
carcar tirefootwearhelmetmotorcyclepersontruckwheel,nonmilitary,ground_vehicles
marine invertebrateswheel,maritime,nonmilitary
marine mammal,maritime,nonmilitary
human facepersonweapon,weapons,nonmilitary
buildingcar tirehousetruckwindow,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
marine invertebrates,maritime,nonmilitary
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
human faceland vehiclepersontruckwheelwaste container,nonmilitary,ground_vehicles
airplanefootwearman,nonmilitary,aircraft
carfootwearland vehiclepersontruckwheel,nonmilitary,ground_vehicles
carland vehicletruckwheel,nonmilitary,ground_vehicles
carland vehicletruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
personrifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
personrifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
rifletripod,nonmilitary,weapons
mansports uniform,maritime,nonmilitary
mansports uniform,maritime,nonmilitary
mansports uniform,maritime,nonmilitary
weapon,weapons,nonmilitary
weapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
weapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
weapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
footwearpersonweapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
weapon,weapons,nonmilitary
weapon,weapons,nonmilitary
carcar tiretruckvehicle registration platewheel,nonmilitary,ground_vehicles
carcar tiretruckvehicle registration platewheel,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
carcar tirestreet lighttruckwheel,nonmilitary,ground_vehicles
carpickup truckstreet lightsuvtruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
carcar tirepickup truckstreet lightwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
cartruckvehicle registration platewheel,nonmilitary,ground_vehicles
airplaneland vehicle,nonmilitary,aircraft
airplaneland vehicle,nonmilitary,aircraft
footwearpersonrifletrousers,nonmilitary,weapons
footwearpersonrifletrousers,nonmilitary,weapons
footwearhuman facepersonweapon,weapons,nonmilitary
boatperson,nonmilitary,maritime
boatperson,nonmilitary,maritime
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
human facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
glasseshuman facepersonweapon,weapons,nonmilitary
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
carcar tiretruck,nonmilitary,ground_vehicles
hathuman facemanweapon,weapons,nonmilitary
handgun,nonmilitary,weapons
handgun,nonmilitary,weapons
handgunland vehiclewheel,nonmilitary,weapons
handgun,nonmilitary,weapons
handgunperson,nonmilitary,weapons
handgun,nonmilitary,weapons
personweapon,weapons,nonmilitary
handgun,nonmilitary,weapons
personweapon,weapons,nonmilitary
footwearpersonrifletrousers,nonmilitary,weapons
personweapon,weapons,nonmilitary
weapon,weapons,nonmilitary
handgun,nonmilitary,weapons
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
billboardcar tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
carmirrortruckwheel,nonmilitary,ground_vehicles
land vehiclemirrortruckwheel,nonmilitary,ground_vehicles
land vehiclemirrortruck,nonmilitary,ground_vehicles
mirrortruck,nonmilitary,ground_vehicles
truck,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
truckwheel,nonmilitary,ground_vehicles
mirrortruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
land vehicletruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
carcar tiretruckwheel,nonmilitary,ground_vehicles
motorcyclemantrouserswheel,weapons,nonmilitary
motorcyclemantrouserswheel,weapons,nonmilitary
human facemotorcyclemantrouserswheel,weapons,nonmilitary
human facemantrousers,weapons,nonmilitary
paddle,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
water,maritime,nonmilitary
human facemantrousers,weapons,nonmilitary
water,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
water,maritime,nonmilitary
bow and arrowperson,weapons,nonmilitary
marine mammal,maritime,nonmilitary
marine invertebrates,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
water,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
land vehicletruckwheel,nonmilitary,ground_vehicles
car tireland vehicletruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
carpickup truckwheel,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
personweapon,weapons,nonmilitary
plastic bagweapon,weapons,nonmilitary
cartruckwheel,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
car tiretruckwheel,nonmilitary,ground_vehicles
land vehicletruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
street lighttruckwheel,nonmilitary,ground_vehicles
street lighttruckwheel,nonmilitary,ground_vehicles
street lighttruckwheel,nonmilitary,ground_vehicles
street lighttruckwheel,nonmilitary,ground_vehicles
street lighttruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
helmetpersonweapon,weapons,nonmilitary
helmetpersonposterweapon,weapons,nonmilitary
helmetpersonposterweapon,weapons,nonmilitary
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
handgunhuman hand,nonmilitary,weapons
handgun,nonmilitary,weapons
handgun,nonmilitary,weapons
handgun,nonmilitary,weapons
handgun,nonmilitary,weapons
handgun,nonmilitary,weapons
handgun,nonmilitary,weapons
handgun,nonmilitary,weapons
handgun,nonmilitary,weapons
weapon,weapons,nonmilitary
weapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
weapon,weapons,nonmilitary
weapon,weapons,nonmilitary
personweaponwindow,weapons,nonmilitary
personweaponwindow,weapons,nonmilitary
mantrousers,weapons,nonmilitary
mantrousers,weapons,nonmilitary
mantrousers,weapons,nonmilitary
mantrousers,weapons,nonmilitary
mantrousers,weapons,nonmilitary
manweapon,weapons,nonmilitary
personweapon,weapons,nonmilitary
handgunperson,nonmilitary,weapons
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
marine mammal,maritime,nonmilitary
boyflagfootwearhelicoptermanshortstrouserswoman,nonmilitary,aircraft
boyflagfootwearhelicoptermanshortstrouserswoman,nonmilitary,aircraft
weapon,weapons,nonmilitary
carcar tiretruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
cartruckwheel,nonmilitary,ground_vehicles
car tiretruck,nonmilitary,ground_vehicles
airplanepersontelevision,nonmilitary,aircraft
car tiretruck,nonmilitary,ground_vehicles
carcar tirepersontruckwheel,nonmilitary,ground_vehicles
carcar tirefootwearmanpersontruck,nonmilitary,ground_vehicles
weapon,weapons,nonmilitary
boatperson,nonmilitary,maritime
